bound,length,time(ms),swaps,jumps,partsSorted?
5.0, 990.0, 0.092399, 1499.0, 22785.0, reversedSorted
5.0, 1210.0, 0.152601, 1873.0, 29060.0, reversedSorted
5.0, 3630.0, 0.539399, 6339.0, 105194.0, reversedSorted
5.0, 6050.0, 0.987301, 11351.0, 187375.0, reversedSorted
5.0, 8066.0, 1.451901, 15187.0, 265909.0, reversedSorted
5.0, 10082.0, 1.3478, 19259.0, 342429.0, reversedSorted
5.0, 30246.0, 4.661501, 63521.0, 1178392.0, reversedSorted
5.0, 50410.0, 7.9964, 110853.0, 2064733.0, reversedSorted
5.0, 70574.0, 15.376401, 161607.0, 2961182.0, reversedSorted
5.0, 90738.0, 15.4494, 211669.0, 3897942.0, reversedSorted
5.0, 110902.0, 19.764899, 262799.0, 4875010.0, reversedSorted
5.0, 332706.0, 88.006, 851457.0, 1.628837E7, reversedSorted
5.0, 554510.0, 145.5928, 1454439.0, 2.8810719E7, reversedSorted
5.0, 776314.0, 203.649399, 2101171.0, 4.1111272E7, reversedSorted
5.0, 998118.0, 267.0233, 2743953.0, 5.3855435E7, reversedSorted
10.0, 10.0, 7.0E-4, 9.0, 45.0, reversedSorted
10.0, 30.0, 0.001499, 25.0, 258.0, reversedSorted
10.0, 50.0, 0.0027, 45.0, 523.0, reversedSorted
10.0, 70.0, 0.004001, 79.0, 800.0, reversedSorted
10.0, 90.0, 0.0052, 101.0, 1115.0, reversedSorted
10.0, 110.0, 0.0075, 135.0, 1462.0, reversedSorted
10.0, 330.0, 0.025599, 429.0, 5980.0, reversedSorted
10.0, 550.0, 0.048601, 841.0, 11038.0, reversedSorted
10.0, 770.0, 0.0694, 1155.0, 16968.0, reversedSorted
10.0, 990.0, 0.0922, 1499.0, 22785.0, reversedSorted
10.0, 1210.0, 0.1169, 1873.0, 29060.0, reversedSorted
10.0, 3630.0, 0.462301, 6339.0, 105194.0, reversedSorted
10.0, 6050.0, 0.7358, 11351.0, 187375.0, reversedSorted
10.0, 8066.0, 1.0379, 15187.0, 265909.0, reversedSorted
10.0, 10082.0, 1.3349, 19259.0, 342429.0, reversedSorted
10.0, 30246.0, 4.618699, 63521.0, 1178392.0, reversedSorted
10.0, 50410.0, 8.1101, 110853.0, 2064733.0, reversedSorted
10.0, 70574.0, 11.506, 161607.0, 2961182.0, reversedSorted
10.0, 90738.0, 15.709, 211669.0, 3897942.0, reversedSorted
10.0, 110902.0, 19.1767, 262799.0, 4875010.0, reversedSorted
10.0, 332706.0, 81.9359, 851457.0, 1.628837E7, reversedSorted
10.0, 554510.0, 148.9708, 1454439.0, 2.8810719E7, reversedSorted
10.0, 776314.0, 210.617299, 2101171.0, 4.1111272E7, reversedSorted
10.0, 998118.0, 270.016, 2743953.0, 5.3855435E7, reversedSorted
100.0, 10.0, 6.99E-4, 9.0, 45.0, reversedSorted
100.0, 30.0, 0.0024, 25.0, 258.0, reversedSorted
100.0, 50.0, 0.003599, 45.0, 523.0, reversedSorted
100.0, 70.0, 0.0039, 79.0, 800.0, reversedSorted
100.0, 90.0, 0.0053, 101.0, 1115.0, reversedSorted
100.0, 110.0, 0.006601, 135.0, 1462.0, reversedSorted
100.0, 330.0, 0.026399, 429.0, 5980.0, reversedSorted
100.0, 550.0, 0.046, 841.0, 11038.0, reversedSorted
100.0, 770.0, 0.0692, 1155.0, 16968.0, reversedSorted
100.0, 990.0, 0.092201, 1499.0, 22785.0, reversedSorted
100.0, 1210.0, 0.1173, 1873.0, 29060.0, reversedSorted
100.0, 3630.0, 0.412999, 6339.0, 105194.0, reversedSorted
100.0, 6050.0, 0.736001, 11351.0, 187375.0, reversedSorted
100.0, 8066.0, 1.034099, 15187.0, 265909.0, reversedSorted
100.0, 10082.0, 1.3262, 19259.0, 342429.0, reversedSorted
100.0, 30246.0, 4.6007, 63521.0, 1178392.0, reversedSorted
100.0, 50410.0, 8.031799, 110853.0, 2064733.0, reversedSorted
100.0, 70574.0, 11.5922, 161607.0, 2961182.0, reversedSorted
100.0, 90738.0, 15.205099, 211669.0, 3897942.0, reversedSorted
100.0, 110902.0, 19.062, 262799.0, 4875010.0, reversedSorted
100.0, 332706.0, 80.287601, 851457.0, 1.628837E7, reversedSorted
100.0, 554510.0, 145.8167, 1454439.0, 2.8810719E7, reversedSorted
100.0, 776314.0, 207.608601, 2101171.0, 4.1111272E7, reversedSorted
100.0, 998118.0, 268.2062, 2743953.0, 5.3855435E7, reversedSorted
1000.0, 10.0, 6.99E-4, 9.0, 45.0, reversedSorted
1000.0, 30.0, 0.0019, 25.0, 258.0, reversedSorted
1000.0, 50.0, 0.0027, 45.0, 523.0, reversedSorted
1000.0, 70.0, 0.004099, 79.0, 800.0, reversedSorted
1000.0, 90.0, 0.0052, 101.0, 1115.0, reversedSorted
1000.0, 110.0, 0.0066, 135.0, 1462.0, reversedSorted
1000.0, 330.0, 0.025501, 429.0, 5980.0, reversedSorted
1000.0, 550.0, 0.0462, 841.0, 11038.0, reversedSorted
1000.0, 770.0, 0.0703, 1155.0, 16968.0, reversedSorted
1000.0, 990.0, 0.092101, 1499.0, 22785.0, reversedSorted
1000.0, 1210.0, 0.117101, 1873.0, 29060.0, reversedSorted
1000.0, 3630.0, 0.4492, 6339.0, 105194.0, reversedSorted
1000.0, 6050.0, 0.7396, 11351.0, 187375.0, reversedSorted
1000.0, 8066.0, 1.0578, 15187.0, 265909.0, reversedSorted
1000.0, 10082.0, 1.3281, 19259.0, 342429.0, reversedSorted
1000.0, 30246.0, 4.6076, 63521.0, 1178392.0, reversedSorted
1000.0, 50410.0, 8.0895, 110853.0, 2064733.0, reversedSorted
1000.0, 70574.0, 11.5378, 161607.0, 2961182.0, reversedSorted
1000.0, 90738.0, 15.1149, 211669.0, 3897942.0, reversedSorted
1000.0, 110902.0, 18.9845, 262799.0, 4875010.0, reversedSorted
1000.0, 332706.0, 80.7601, 851457.0, 1.628837E7, reversedSorted
1000.0, 554510.0, 148.8689, 1454439.0, 2.8810719E7, reversedSorted
1000.0, 776314.0, 217.1541, 2101171.0, 4.1111272E7, reversedSorted
1000.0, 998118.0, 269.6537, 2743953.0, 5.3855435E7, reversedSorted
100000.0, 10.0, 9.0E-4, 9.0, 45.0, reversedSorted
100000.0, 30.0, 0.0015, 25.0, 258.0, reversedSorted
100000.0, 50.0, 0.002601, 45.0, 523.0, reversedSorted
100000.0, 70.0, 0.004, 79.0, 800.0, reversedSorted
100000.0, 90.0, 0.005201, 101.0, 1115.0, reversedSorted
100000.0, 110.0, 0.0068, 135.0, 1462.0, reversedSorted
100000.0, 330.0, 0.0258, 429.0, 5980.0, reversedSorted
100000.0, 550.0, 0.0517, 841.0, 11038.0, reversedSorted
100000.0, 770.0, 0.0706, 1155.0, 16968.0, reversedSorted
100000.0, 990.0, 0.0924, 1499.0, 22785.0, reversedSorted
100000.0, 1210.0, 0.1209, 1873.0, 29060.0, reversedSorted
100000.0, 3630.0, 0.413301, 6339.0, 105194.0, reversedSorted
100000.0, 6050.0, 0.732201, 11351.0, 187375.0, reversedSorted
100000.0, 8066.0, 1.035501, 15187.0, 265909.0, reversedSorted
100000.0, 10082.0, 1.3331, 19259.0, 342429.0, reversedSorted
100000.0, 30246.0, 4.568699, 63521.0, 1178392.0, reversedSorted
100000.0, 50410.0, 8.0308, 110853.0, 2064733.0, reversedSorted
100000.0, 70574.0, 11.503099, 161607.0, 2961182.0, reversedSorted
100000.0, 90738.0, 15.173599, 211669.0, 3897942.0, reversedSorted
100000.0, 110902.0, 19.1793, 262799.0, 4875010.0, reversedSorted
100000.0, 332706.0, 79.7708, 851457.0, 1.628837E7, reversedSorted
100000.0, 554510.0, 146.738201, 1454439.0, 2.8810719E7, reversedSorted
100000.0, 776314.0, 206.6629, 2101171.0, 4.1111272E7, reversedSorted
100000.0, 998118.0, 273.048801, 2743953.0, 5.3855435E7, reversedSorted
1.0E7, 10.0, 7.01E-4, 9.0, 45.0, reversedSorted
1.0E7, 30.0, 0.002401, 25.0, 258.0, reversedSorted
1.0E7, 50.0, 0.002999, 45.0, 523.0, reversedSorted
1.0E7, 70.0, 0.003999, 79.0, 800.0, reversedSorted
1.0E7, 90.0, 0.0052, 101.0, 1115.0, reversedSorted
1.0E7, 110.0, 0.0067, 135.0, 1462.0, reversedSorted
1.0E7, 330.0, 0.0284, 429.0, 5980.0, reversedSorted
1.0E7, 550.0, 0.046, 841.0, 11038.0, reversedSorted
1.0E7, 770.0, 0.0694, 1155.0, 16968.0, reversedSorted
1.0E7, 990.0, 0.1025, 1499.0, 22785.0, reversedSorted
1.0E7, 1210.0, 0.1171, 1873.0, 29060.0, reversedSorted
1.0E7, 3630.0, 0.4625, 6339.0, 105194.0, reversedSorted
1.0E7, 6050.0, 0.733, 11351.0, 187375.0, reversedSorted
1.0E7, 8066.0, 1.039, 15187.0, 265909.0, reversedSorted
1.0E7, 10082.0, 1.343201, 19259.0, 342429.0, reversedSorted
1.0E7, 30246.0, 4.580499, 63521.0, 1178392.0, reversedSorted
1.0E7, 50410.0, 8.0487, 110853.0, 2064733.0, reversedSorted
1.0E7, 70574.0, 11.5614, 161607.0, 2961182.0, reversedSorted
1.0E7, 90738.0, 15.243299, 211669.0, 3897942.0, reversedSorted
1.0E7, 110902.0, 18.939701, 262799.0, 4875010.0, reversedSorted
1.0E7, 332706.0, 83.3787, 851457.0, 1.628837E7, reversedSorted
1.0E7, 554510.0, 147.081901, 1454439.0, 2.8810719E7, reversedSorted
1.0E7, 776314.0, 208.896999, 2101171.0, 4.1111272E7, reversedSorted
1.0E7, 998118.0, 270.7966, 2743953.0, 5.3855435E7, reversedSorted
